,a1,a2,a3,a4,a5,a6,b1,b2,b3,b4,b5,b6,z1,z2,z3,z4,z5,z6
12494,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0
12495,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12496,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12497,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
12498,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12499,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12500,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12501,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
12502,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12503,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
12504,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12505,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12506,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
12507,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1
12508,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
12509,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
12510,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12511,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
12512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
12513,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
12514,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
12515,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12516,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12517,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
12518,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12519,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
12520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12521,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12522,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12523,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12524,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
12525,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
12526,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12527,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
12528,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12529,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12530,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
12531,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
12532,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
12533,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12535,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
12536,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12537,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12538,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12539,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12540,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
12541,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
12542,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
12543,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12544,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
12545,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
12546,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12547,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
12548,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12549,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12550,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12551,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
12552,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
12553,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12554,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12555,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
12556,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12558,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12559,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
12560,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
12561,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
12562,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
12563,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12567,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12568,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12569,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
12570,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12571,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12572,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
12573,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12574,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
12575,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12576,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
12577,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12578,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
12579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12580,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
12581,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12582,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
12583,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
12584,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
12585,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
12586,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12587,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
12588,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
12589,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
12590,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
12591,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
12592,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
12593,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12594,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12595,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
12596,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
12597,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12599,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12600,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12601,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12602,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12603,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
12604,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
12605,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12606,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12607,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12608,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
12609,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12610,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12611,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12612,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12613,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
12614,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12615,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
12616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12617,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12618,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12619,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
12620,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
12621,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12622,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
12623,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
12624,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12626,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
12627,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
12628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12629,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12630,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12631,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12632,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
12634,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12635,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0
12636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12637,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
12638,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12639,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12640,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12641,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12642,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12643,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
12644,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
12645,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12646,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
12647,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
12648,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
12649,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12650,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12651,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
12652,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
12653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
12654,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12655,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12656,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
12657,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12658,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12659,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12660,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12661,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12662,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12663,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12665,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12666,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
12668,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12670,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12672,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12674,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
12675,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12676,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12677,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
12678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12680,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
12681,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
12682,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
12683,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12685,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
12686,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
12687,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
12688,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12689,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12690,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12691,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12692,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
12693,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12694,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12697,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
12698,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
12699,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
12700,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
12701,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1
12702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12703,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
12704,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12705,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12706,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12707,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
12708,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12709,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12710,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
12711,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12712,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
12713,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12714,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12715,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12716,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12717,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12718,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12720,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
12722,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12723,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12724,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12725,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
12726,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12727,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12728,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12729,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
12730,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
12731,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
12732,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12733,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
12734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12736,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12737,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
12738,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12740,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
12741,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12742,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12743,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
12744,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12745,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12746,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12747,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
12748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12750,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12751,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
12752,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
12753,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12754,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
12755,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
12756,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
12757,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
12758,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
12759,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12760,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
12761,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12762,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
12763,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12764,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12765,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
12766,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
12767,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12768,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
12769,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12770,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
12771,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
12772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12773,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
12774,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12775,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12776,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
12777,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
12778,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12779,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12780,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
12781,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0
12782,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
12783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12784,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12785,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12786,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12787,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
12788,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
12789,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
12790,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
12791,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
12792,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
12793,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12794,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
12795,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12796,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
12797,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12798,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12799,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
12800,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12802,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
12803,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12804,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
12805,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
12806,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12807,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12808,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12809,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
12810,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12811,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12812,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12813,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
12815,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0
12816,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
12817,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
12818,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
12819,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
12820,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
12821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12822,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12823,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0
12824,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12825,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
12826,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12827,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
12828,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
12829,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
12830,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
12832,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12834,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12835,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
12836,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
12837,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12838,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12839,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
12840,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12841,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
12842,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
12843,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
12844,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12845,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
12846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12847,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
12848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12850,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
